network,latitude,longitude
15.220.220.0/23,39,-77
15.221.48.0/24,52,0
35.156.0.0/14,50,9
52.93.18.178/32,53,-6
52.93.178.177/32,37,-122
52.144.209.64/26,52,0
54.239.102.162/31,37,-122
150.222.92.0/22,-34,18
161.188.138.0/23,46,-120
3.16.0.0/14,40,-83
13.34.30.32/27,39,-77
13.34.40.32/27,39,-77
15.191.0.0/16,39,-77
15.230.0.8/31,-24,-47
15.230.39.164/31,40,-83
15.251.0.6/32,37,-122
18.130.0.0/16,52,0
52.46.188.224/30,39,-77
52.72.0.0/15,39,-77
52.93.35.213/32,35,114
52.93.141.222/31,37,-122
54.182.0.0/16,35,114
58.254.138.128/26,35,114
99.77.24.0/22,25,55
99.151.64.0/21,42,-1
120.253.245.192/27,35,114
150.222.208.80/31,-34,18
13.34.5.79/32,50,9
13.34.54.192/27,46,-120
13.34.58.96/27,37,-122
43.224.76.232/30,39,-77
43.224.79.112/31,39,-77
52.46.191.202/31,39,-77
52.62.0.0/15,-34,151
52.93.0.0/24,53,-6
52.93.19.237/32,1,104
52.93.126.212/32,39,-77
52.93.141.236/31,37,-122
52.94.249.224/28,25,55
52.219.44.0/22,50,9
54.239.192.0/19,35,114
99.82.162.0/24,53,-6
150.222.28.118/31,-24,-47
150.222.70.0/24,-24,-47
150.222.122.116/31,50,9
176.32.125.192/27,39,-77
176.32.125.238/31,39,-77
15.230.60.0/24,37,127
16.12.14.0/24,32,35
16.50.0.0/15,-38,145
43.224.77.104/30,46,-120
52.46.191.90/31,39,-77
52.46.191.224/31,46,-120
52.93.133.179/32,45,9
52.94.152.176/32,-34,151
52.144.211.200/31,52,0
52.219.56.0/22,37,127
54.160.0.0/13,39,-77
150.222.118.0/24,59,18
150.222.232.51/32,37,-122
150.222.234.38/31,37,-122
157.175.0.0/16,26,51
176.34.32.0/19,36,140
13.34.22.128/27,-6,107
13.34.36.32/27,-6,107
13.34.66.32/27,39,-77
13.248.125.0/24,1,104
15.230.39.234/31,40,-83
15.230.66.0/25,39,-77
43.224.76.12/30,39,-77
43.224.79.2/31,39,-77
43.224.79.182/31,52,0
52.93.126.130/32,-34,151
52.93.127.164/32,39,-77
52.93.245.0/24,36,140
52.94.152.179/32,-34,151
52.95.16.0/21,40,-83
54.234.0.0/15,39,-77
13.34.33.128/27,50,9
15.220.248.0/23,39,-77
15.230.39.116/31,40,-83
15.230.58.0/24,37,-122
43.224.76.44/30,46,-120
52.93.67.0/24,-24,-47
52.95.64.0/20,19,73
52.95.225.0/24,35,136
52.219.169.0/24,50,9
54.240.236.66/32,45,9
99.77.32.0/20,42,-1
99.77.154.0/24,37,-122
150.222.11.0/31,53,-6
150.222.11.80/31,53,-6
172.96.97.0/24,39,-77
3.14.0.0/15,40,-83
15.177.81.0/24,37,-122
16.12.0.0/23,-24,-47
18.64.0.0/14,35,114
18.228.0.0/16,-24,-47
43.224.79.160/31,39,-77
52.16.0.0/15,53,-6
52.46.191.240/31,39,-77
52.93.126.122/32,39,-77
52.93.127.199/32,37,127
52.95.28.0/24,40,-83
52.95.146.0/23,45,-74
52.95.242.0/24,1,104
52.144.212.192/26,53,-6
52.219.184.0/21,1,104
120.52.12.64/26,35,114
150.222.208.86/31,-34,18
13.34.50.192/27,39,-77
15.177.84.0/24,45,-74
15.220.250.0/23,39,-77
43.224.79.62/31,52,0
43.224.79.192/31,39,-77
52.46.188.108/30,39,-77
52.93.32.180/32,37,-122
52.93.87.96/27,39,-77
52.94.249.176/28,-34,18
52.94.254.0/23,39,-77
54.153.0.0/17,37,-122
13.34.38.32/27,42,-1
13.34.42.128/27,46,-120
13.34.47.128/27,39,-77
15.200.0.0/16,46,-120
15.220.236.0/22,39,-77
15.230.39.128/31,40,-83
35.154.0.0/16,19,73
43.224.76.132/30,39,-77
52.46.190.120/30,46,-120
52.93.127.185/32,39,-77
52.93.153.172/32,52,0
52.94.249.32/28,49,2
54.239.0.160/28,50,9
54.240.227.0/24,1,104
104.255.59.102/32,-6,107
150.222.129.130/31,50,9
13.34.5.17/32,50,9
13.34.26.128/27,59,18
15.230.39.176/31,40,-83
15.230.82.0/24,49,2
15.251.0.22/32,-24,-47
35.71.107.0/24,35,114
43.224.79.108/31,39,-77
52.46.190.4/30,39,-77
52.46.191.108/31,39,-77
52.46.191.120/31,39,-77
52.93.149.0/24,37,-122
52.93.178.150/32,37,-122
52.93.178.164/32,37,-122
52.93.178.198/32,37,-122
52.93.178.203/32,37,-122
52.94.250.32/28,32,35
52.144.228.64/26,-34,151
52.218.128.0/17,46,-120
76.223.0.0/17,35,114
99.84.0.0/16,35,114
150.222.139.116/30,50,9
13.34.59.192/27,1,104
15.230.39.198/31,40,-83
15.230.52.0/24,50,9
15.230.72.128/26,-34,18
15.230.86.0/24,52,0
43.224.79.180/31,52,0
52.46.191.46/31,39,-77
52.46.191.228/31,39,-77
52.93.124.210/32,45,9
52.93.127.157/32,36,140
52.94.160.0/20,52,0
52.144.228.2/31,19,73
54.240.199.0/24,1,104
64.252.115.0/24,53,-6
99.77.161.0/24,1,104
150.222.234.103/32,37,-122
13.34.8.96/27,39,-77
13.34.23.160/27,46,-120
13.34.49.96/27,53,-6
15.230.136.0/24,59,18
52.46.188.144/30,39,-77
52.93.127.130/32,19,73
52.93.247.0/25,37,127
99.83.112.0/21,39,-77
104.255.59.87/32,-34,151
104.255.59.139/32,-6,107
150.222.208.92/31,-34,18
13.34.24.192/27,46,-120
13.34.33.32/27,50,9
13.34.52.224/27,52,0
15.181.249.0/24,39,-77
15.220.205.0/24,46,-120
15.230.39.80/31,40,-83
15.230.68.64/26,46,-120
43.224.76.196/30,46,-120
43.224.76.236/30,39,-77
43.224.77.172/30,52,0
52.46.190.12/30,39,-77
52.88.0.0/15,46,-120
52.93.32.176/32,53,-6
52.93.193.194/32,45,-74
69.107.7.64/29,39,-77
3.5.244.0/22,52,0
13.34.5.12/32,50,9
15.221.40.0/21,-24,-47
15.230.39.144/31,40,-83
15.230.149.0/31,-34,151
15.230.206.0/24,39,-77
18.253.0.0/16,40,-83
52.46.190.244/31,39,-77
52.46.192.0/20,59,18
52.93.126.76/32,53,-6
52.93.139.253/32,52,0
52.93.178.139/32,37,-122
52.94.249.112/28,40,-83
52.219.140.0/24,50,9
54.240.236.21/32,45,9
198.99.2.0/24,40,-83
13.34.18.224/27,-38,145
13.34.47.160/27,39,-77
52.46.188.152/30,46,-120
52.93.121.198/32,36,140
52.93.150.0/24,36,140
52.95.112.0/20,53,-6
52.95.188.0/23,25,55
99.78.196.0/22,46,-120
104.255.59.106/32,-6,107
130.176.192.0/19,35,114
13.34.3.192/27,17,78
13.34.28.0/27,46,-120
15.230.143.0/24,45,9
18.153.0.0/16,50,9
18.202.0.0/15,53,-6
52.46.188.184/30,39,-77
52.46.189.44/30,39,-77
52.46.191.132/31,39,-77
52.93.178.229/32,37,-122
54.239.1.48/28,35,136
54.240.236.25/32,45,9
150.222.231.0/24,37,-122
176.32.104.0/21,53,-6
13.34.54.0/27,45,9
15.230.39.106/31,40,-83
15.230.198.0/24,26,51
52.46.188.180/30,39,-77
52.93.126.207/32,-24,-47
52.93.127.249/32,36,140
52.93.178.158/32,37,-122
52.95.163.0/24,-24,-47
54.240.236.50/32,45,9
64.252.98.0/24,19,73
99.78.220.0/22,26,51
150.222.129.124/31,50,9
216.182.236.0/23,37,-122
3.5.32.0/22,42,-1
3.208.0.0/12,39,-77
13.248.64.0/24,17,78
15.221.0.0/24,39,-77
15.230.0.5/32,-24,-47
15.230.39.48/31,40,-83
15.230.39.238/31,40,-83
15.230.166.0/24,53,-6
43.224.79.120/31,39,-77
43.224.79.178/31,52,0
54.240.236.58/32,45,9
99.77.157.0/24,49,2
99.83.99.0/24,50,9
130.176.254.0/24,35,114
142.4.160.72/29,39,-77
150.222.3.188/32,1,104
185.48.120.0/22,53,-6
13.34.17.24/29,-6,107
52.46.188.56/30,46,-120
52.46.190.232/31,39,-77
52.46.191.106/31,39,-77
52.93.127.138/32,50,9
52.93.153.173/32,52,0
52.93.178.173/32,37,-122
52.94.206.0/23,-24,-47
54.233.128.0/17,-24,-47
142.4.160.104/29,46,-120
150.222.122.110/31,50,9
150.222.129.20/31,50,9
150.222.129.240/31,50,9
150.222.139.120/30,50,9
203.83.220.0/22,1,104
204.45.0.0/16,39,-77
15.220.206.0/24,46,-120
15.221.52.0/24,-34,18
15.230.39.156/31,40,-83
15.230.77.192/26,1,104
43.224.76.0/30,46,-120
52.46.191.122/31,39,-77
52.93.91.103/32,39,-77
52.93.127.146/32,36,140
52.95.80.0/20,19,73
52.219.132.0/22,1,104
150.222.208.65/32,-34,18
150.222.217.234/31,19,73
161.188.152.0/23,46,-120
176.32.124.128/25,39,-77
184.73.0.0/16,39,-77
13.248.109.0/24,-34,151
15.160.0.0/16,45,9
15.177.80.0/24,46,-120
15.230.129.0/24,36,140
52.46.191.34/31,46,-120
52.93.34.42/32,37,-122
52.93.127.26/32,53,-6
52.144.224.192/26,35,114
52.219.80.0/20,40,-83
54.174.0.0/15,39,-77
54.240.236.90/32,45,9
150.222.234.46/31,37,-122
13.34.12.224/27,39,-77
13.34.35.128/27,25,55
13.230.0.0/15,36,140
13.248.111.0/24,40,-83
15.230.5.0/24,37,-122
15.230.196.0/24,37,127
43.224.77.208/30,39,-77
43.249.46.0/24,19,73
52.93.4.0/24,39,-77
52.93.59.0/24,39,-77
52.93.127.109/32,1,104
52.94.198.96/28,1,104
52.94.249.160/28,26,51
52.144.194.128/26,46,-120
52.144.201.64/26,45,-74
52.144.210.128/26,53,-6
52.144.211.202/31,52,0
52.219.112.0/21,37,-122
54.224.0.0/15,39,-77
54.239.32.0/21,53,-6
150.222.120.244/31,50,9
13.34.49.32/27,53,-6
13.248.28.0/22,35,136
15.220.234.0/23,39,-77
15.230.74.0/26,35,114
18.176.0.0/15,36,140
52.93.127.154/32,53,-6
52.219.144.0/22,37,127
54.239.56.0/21,50,9
54.240.236.17/32,45,9
64.252.86.0/24,50,9
99.82.165.0/24,39,-77
150.222.3.194/31,1,104
150.222.3.204/31,1,104
150.222.6.0/24,-24,-47
150.222.28.134/31,-24,-47
3.20.0.0/14,40,-83
13.34.44.160/27,1,104
15.156.0.0/15,45,-74
15.230.16.252/31,37,-122
15.230.39.246/31,40,-83
15.254.0.0/16,46,-120
18.196.0.0/15,50,9
43.224.79.90/31,52,0
43.224.79.138/31,39,-77
52.46.188.164/30,39,-77
52.46.189.48/30,39,-77
52.46.191.170/31,39,-77
52.93.50.194/31,39,-77
52.93.66.0/24,36,140
54.76.0.0/15,53,-6
150.222.3.210/31,1,104
150.222.28.124/31,-24,-47
205.251.192.0/21,35,114
3.80.0.0/12,39,-77
3.101.0.0/16,37,-122
13.34.47.96/27,50,9
15.230.39.228/31,40,-83
15.230.93.0/24,-24,-47
43.224.77.76/30,39,-77
52.40.0.0/14,46,-120
52.46.190.180/31,52,0
52.93.50.154/31,39,-77
52.93.124.15/32,45,9
52.93.126.213/32,39,-77
52.94.152.64/32,40,-83
52.95.170.0/23,59,18
52.124.128.0/17,35,114
54.240.236.29/32,45,9
150.222.3.224/31,1,104
150.222.77.0/24,36,140
150.222.90.0/24,36,140
15.230.39.90/31,40,-83
43.198.0.0/15,35,114
43.224.79.204/31,52,0
52.46.189.0/30,39,-77
52.46.189.136/30,39,-77
52.94.11.0/24,1,104
52.144.200.128/26,39,-77
54.240.196.0/24,39,-77
99.150.104.0/21,-34,18
150.222.66.0/24,39,-77
150.222.129.246/31,50,9
204.246.164.0/22,35,114
13.34.43.224/27,39,-77
13.34.64.0/27,49,2
15.230.28.0/24,37,-122
35.71.101.0/24,49,2
43.224.77.32/30,46,-120
52.93.127.165/32,39,-77
52.94.198.128/28,45,-74
52.95.248.0/24,50,9
64.252.70.0/24,46,-120
64.252.116.0/24,53,-6
150.222.234.44/31,37,-122
150.222.234.82/31,37,-122
13.34.5.16/32,50,9
13.34.26.160/27,59,18
13.35.0.0/16,35,114
15.230.39.178/31,40,-83
15.230.75.64/26,35,136
15.230.207.0/24,37,127
16.12.4.0/23,45,-74
34.240.0.0/13,53,-6
43.224.79.122/31,39,-77
52.93.14.19/32,46,-120
52.93.178.218/32,37,-122
52.93.193.193/32,45,-74
52.94.248.16/28,53,-6
52.94.249.96/28,35,136
52.144.216.8/31,59,18
54.240.200.0/24,36,140
54.253.0.0/16,-34,151
150.222.15.127/32,39,-77
150.222.234.66/31,37,-122
13.34.17.96/27,39,-77
13.34.29.192/27,39,-77
15.230.73.0/26,-24,-47
18.162.0.0/16,35,114
52.46.191.70/31,52,0
52.93.141.224/31,37,-122
52.94.146.0/24,50,9
52.95.30.0/23,36,140
52.95.96.0/22,19,73
52.95.145.0/24,45,-74
52.144.223.64/26,19,73
150.222.219.0/24,1,104
176.32.125.246/31,39,-77
3.3.0.0/23,35,114
13.34.7.64/27,35,114
13.34.58.224/27,36,140
52.32.0.0/14,46,-120
52.93.126.144/32,37,-122
52.93.178.155/32,37,-122
52.95.252.0/24,37,127
52.119.192.0/22,53,-6
150.222.129.136/31,50,9
150.222.142.0/24,-34,151
150.222.222.0/24,39,-77
3.240.0.0/13,39,-77
13.34.27.64/27,52,0
15.251.0.24/32,-24,-47
43.224.76.156/30,39,-77
52.46.189.56/30,39,-77
52.46.191.0/31,39,-77
52.46.191.94/31,39,-77
52.93.121.190/32,36,140
52.93.127.110/32,1,104
52.93.127.181/32,39,-77
52.93.127.245/32,36,140
52.94.248.64/28,-34,151
52.95.229.0/24,-34,18
54.72.0.0/15,53,-6
150.222.3.184/32,1,104
150.222.3.191/32,1,104
150.222.129.128/31,50,9
150.222.234.70/31,37,-122
13.34.12.192/27,39,-77
13.34.39.0/27,47,9
15.230.186.0/24,37,-122
43.224.79.116/31,46,-120
52.93.126.214/32,39,-77
52.93.127.173/32,39,-77
52.93.178.202/32,37,-122
52.95.250.0/24,45,-74
52.144.211.0/26,50,9
64.252.67.0/24,39,-77
130.176.255.0/24,35,114
150.222.3.230/31,1,104
150.222.113.0/24,19,73
3.5.148.0/22,1,104
15.230.163.0/24,1,104
15.230.177.2/31,25,55
43.224.79.102/31,52,0
52.46.191.172/31,39,-77
52.93.127.117/32,1,104
52.93.127.156/32,36,140
54.198.0.0/16,39,-77
64.252.77.0/24,40,-83
150.222.122.108/31,50,9
13.34.30.192/27,39,-77
13.34.34.32/27,59,18
15.164.0.0/15,37,127
15.230.150.0/23,53,-6
15.251.0.1/32,37,-122
43.224.79.98/31,52,0
52.46.96.0/19,40,-83
52.46.128.0/19,39,-77
52.46.191.214/31,39,-77
52.93.127.166/32,39,-77
52.93.178.228/32,37,-122
54.239.0.128/28,46,-120
54.239.1.32/28,45,9
176.32.125.242/31,39,-77
176.34.128.0/17,53,-6
13.34.33.224/27,59,18
43.224.76.72/30,39,-77
52.46.189.172/30,39,-77
52.93.127.128/32,19,73
52.93.127.205/32,53,-6
52.93.178.216/32,37,-122
52.94.152.181/32,-34,151
54.239.0.192/28,37,127
99.83.96.0/24,35,114
13.34.40.224/27,53,-6
13.34.52.128/27,52,0
13.34.64.160/27,19,73
15.221.1.0/24,46,-120
15.230.39.214/31,40,-83
15.230.68.128/26,59,18
52.46.191.4/31,39,-77
52.93.91.109/32,39,-77
52.93.127.123/32,39,-77
150.222.210.0/24,19,73
150.222.234.60/31,37,-122
13.34.33.192/27,59,18
13.34.59.0/27,25,55
15.177.0.0/18,35,114
15.181.244.0/24,39,-77
15.230.53.0/24,1,104
15.230.74.64/26,35,114
18.194.0.0/15,50,9
43.224.79.140/31,39,-77
43.224.79.230/31,46,-120
52.46.64.0/20,49,2
52.46.191.152/31,46,-120
52.93.50.186/31,39,-77
52.93.126.136/32,-34,151
52.93.178.212/32,37,-122
52.94.197.0/24,46,-120
52.94.249.128/28,59,18
52.144.193.64/26,39,-77
54.184.0.0/13,46,-120
54.239.16.0/20,39,-77
99.82.163.0/24,50,9
142.4.160.96/29,46,-120
150.222.0.0/24,-24,-47
150.222.11.96/31,53,-6
150.222.230.93/32,50,9
3.6.0.0/15,19,73
13.34.27.17/32,52,0
13.34.44.128/27,1,104
13.34.45.192/27,35,114
15.181.120.0/21,39,-77
15.193.1.0/24,36,140
15.230.39.96/31,40,-83
15.251.0.11/32,39,-77
35.71.108.0/24,17,78
43.224.76.68/30,52,0
43.224.79.168/31,39,-77
52.46.80.0/21,49,2
52.46.184.0/22,50,9
52.46.189.64/30,39,-77
52.46.189.104/30,46,-120
52.46.191.86/31,39,-77
52.67.0.0/16,-24,-47
52.93.43.0/24,53,-6
52.93.78.0/24,-34,151
54.239.116.0/22,37,127
150.222.28.112/31,-24,-47
150.222.217.232/31,19,73
15.230.4.176/28,1,104
15.230.22.0/24,-34,151
15.230.62.0/24,32,35
15.230.69.192/26,26,51
18.138.0.0/15,1,104
52.46.188.236/30,39,-77
52.93.126.251/32,49,2
52.93.193.201/32,45,-74
52.94.249.48/28,45,9
54.239.1.176/28,25,55
54.239.1.192/28,42,-1
63.246.114.0/23,35,114
204.246.174.0/23,35,114
13.34.16.64/27,35,114
13.34.22.224/27,40,-83
13.34.30.224/27,39,-77
13.248.115.0/24,36,140
15.230.154.0/23,36,140
43.224.79.78/31,39,-77
52.46.189.4/30,46,-120
52.52.0.0/15,37,-122
52.93.32.179/32,40,-83
52.144.197.128/26,46,-120
52.219.152.0/22,36,140
54.233.64.0/18,-24,-47
70.232.120.0/22,47,9
150.222.129.144/31,50,9
161.188.150.0/23,39,-77
3.34.0.0/15,37,127
13.34.50.160/27,39,-77
13.34.53.64/27,45,9
13.34.57.224/27,39,-77
13.34.67.128/27,46,-120
15.177.74.0/24,49,2
15.197.3.0/24,35,114
15.230.56.0/24,39,-77
15.230.75.128/26,35,136
35.71.121.0/24,47,9
43.224.77.36/30,39,-77
52.46.172.0/22,-24,-47
52.46.191.12/31,39,-77
52.65.0.0/16,-34,151
52.93.19.236/32,1,104
52.94.200.0/24,36,140
52.119.188.0/22,50,9
52.144.194.0/26,39,-77
54.150.0.0/16,36,140
150.222.7.0/24,26,51
150.222.208.78/31,-34,18
150.222.232.120/31,37,-122
13.34.65.32/27,32,35
13.40.0.0/14,52,0
13.248.104.0/24,-24,-47
15.181.251.0/24,46,-120
34.248.0.0/13,53,-6
43.224.76.204/30,46,-120
43.224.79.216/31,39,-77
52.46.189.92/30,39,-77
52.93.237.0/24,37,-122
52.94.148.0/22,-24,-47
52.144.233.132/31,35,136
64.252.109.0/24,-34,151
142.4.160.32/29,46,-120
142.4.160.112/29,39,-77
161.188.160.0/23,46,-120
3.5.0.0/19,39,-77
15.221.128.0/22,-34,151
15.230.73.64/26,-24,-47
15.230.78.0/26,1,104
36.103.232.0/25,35,114
43.224.76.244/30,52,0
52.46.164.0/23,39,-77
54.178.0.0/16,36,140
67.220.224.0/20,53,-6
99.82.168.0/24,37,127
104.255.59.137/32,36,140
108.128.0.0/13,53,-6
150.222.3.216/31,1,104
150.222.15.132/31,46,-120
150.222.221.0/24,37,-122
13.34.27.16/32,52,0
13.248.126.0/24,45,-74
15.230.39.120/31,40,-83
15.251.0.26/32,32,35
18.100.0.0/15,42,-1
52.93.91.106/32,39,-77
52.119.205.0/24,1,104
52.144.227.64/26,37,127
54.239.1.64/28,40,-83
54.240.236.14/32,45,9
54.240.236.30/32,45,9
119.147.182.128/26,35,114
150.222.234.8/31,37,-122
150.222.234.134/31,37,-122
13.34.41.32/27,37,-122
13.34.55.160/27,1,104
13.34.61.160/27,40,-83
13.248.66.0/24,25,55
15.177.87.0/24,26,51
15.230.50.0/24,53,-6
43.224.77.80/30,39,-77
52.94.4.0/24,40,-83
52.94.72.0/22,37,-122
52.94.250.0/28,47,9
54.240.228.0/23,39,-77
64.252.71.0/24,46,-120
64.252.114.0/24,53,-6
104.255.56.12/32,39,-77
150.222.234.106/31,37,-122
176.32.120.0/22,39,-77
13.34.31.128/27,-24,-47
15.177.85.0/24,35,114
15.181.246.0/24,39,-77
15.230.75.0/26,37,127
52.46.189.52/30,39,-77
52.93.50.170/31,39,-77
52.93.50.192/31,39,-77
52.93.178.233/32,37,-122
52.94.152.61/32,40,-83
52.95.251.0/24,40,-83
54.239.102.236/31,37,-122
72.41.0.0/20,39,-77
118.193.97.128/25,35,114
150.222.129.66/31,50,9
13.34.25.160/27,46,-120
13.34.48.96/27,52,0
13.34.50.96/27,53,-6
13.34.55.96/27,19,73
15.177.91.0/24,-34,18
15.230.39.102/31,40,-83
35.155.0.0/16,46,-120
52.46.191.100/31,39,-77
52.93.141.216/31,37,-122
52.95.181.0/24,35,136
52.144.230.0/26,36,140
54.210.0.0/15,39,-77
54.239.2.0/23,46,-120
54.240.236.70/32,45,9
64.252.75.0/24,40,-83
99.151.136.0/21,19,73
150.222.3.181/32,1,104
150.222.3.248/31,1,104
150.222.76.0/24,39,-77
13.34.13.128/27,19,73
13.34.36.64/27,49,2
13.34.46.64/27,45,9
13.34.66.64/27,39,-77
13.248.116.0/24,39,-77
15.181.240.0/24,39,-77
52.76.0.0/17,1,104
52.93.48.0/24,53,-6
52.93.125.42/32,37,-122
52.93.193.203/32,45,-74
52.93.240.200/31,46,-120
52.144.216.6/31,59,18
52.219.208.0/23,50,9
54.240.220.0/22,53,-6
99.77.28.0/22,42,-1
120.232.236.128/26,35,114
150.222.28.114/31,-24,-47
13.34.23.32/27,40,-83
13.34.23.192/27,46,-120
13.34.27.96/27,-24,-47
13.34.27.128/27,-24,-47
13.34.34.128/27,25,55
13.248.69.0/24,36,140
43.224.79.44/31,39,-77
52.18.0.0/15,53,-6
52.93.21.14/32,53,-6
52.93.76.0/24,39,-77
52.93.91.99/32,39,-77
52.93.178.171/32,37,-122
52.94.19.0/24,35,136
54.239.1.112/28,26,51
54.239.52.0/23,36,140
108.166.240.0/21,46,-120
175.41.192.0/18,36,140
205.251.228.0/22,37,-122
13.34.2.160/27,53,-6
13.34.36.128/27,49,2
15.230.195.0/24,53,-6
15.248.48.0/21,32,35
43.224.76.48/30,46,-120
52.46.190.206/31,39,-77
54.239.0.32/28,46,-120
99.151.144.0/21,37,127
104.255.59.81/32,36,140
150.222.3.196/31,1,104
150.222.122.114/31,50,9
13.34.49.192/27,53,-6
15.230.39.172/31,40,-83
15.230.205.0/24,39,-77
43.224.77.156/30,52,0
52.10.0.0/15,46,-120
52.46.188.132/30,39,-77
52.46.188.172/30,39,-77
52.93.127.184/32,39,-77
52.93.178.149/32,37,-122
54.240.230.0/23,46,-120
100.24.0.0/13,39,-77
104.255.59.125/32,17,78
13.34.39.224/27,47,9
13.34.63.192/27,40,-83
15.230.39.6/31,40,-83
15.230.176.0/24,53,-6
15.248.40.0/22,46,-120
52.46.190.52/30,52,0
52.46.191.84/31,39,-77
52.93.127.149/32,36,140
52.144.208.64/26,53,-6
99.78.172.0/24,53,-6
150.222.129.138/31,50,9
150.222.136.0/24,39,-77
3.4.4.0/24,46,-120
3.33.128.0/17,35,114
15.251.0.4/32,37,-122
43.224.79.114/31,46,-120
52.46.191.232/31,46,-120
52.46.249.0/24,46,-120
52.93.127.220/32,39,-77
52.93.240.190/31,46,-120
52.144.216.0/31,59,18
54.239.1.0/28,45,-74
99.150.64.0/21,59,18
150.222.129.114/31,50,9
150.222.217.226/31,19,73
162.213.233.0/24,53,-6
13.248.101.0/24,52,0
15.230.39.84/31,40,-83
15.230.39.190/31,40,-83
15.230.161.0/24,36,140
52.46.190.190/31,46,-120
52.93.91.97/32,39,-77
52.93.91.107/32,39,-77
52.95.255.0/28,-24,-47
54.176.0.0/15,37,-122
54.246.0.0/16,53,-6
64.252.112.0/24,36,140
99.83.72.0/22,19,73
150.222.3.222/31,1,104
150.222.129.120/31,50,9
15.230.4.152/31,1,104
16.162.0.0/15,35,114
18.148.0.0/14,45,-74
52.93.127.168/32,39,-77
52.119.184.0/22,1,104
52.144.211.194/31,52,0
54.239.104.0/23,39,-77
54.240.236.86/32,45,9
99.77.16.0/21,25,55
204.246.176.0/20,35,114
13.34.2.128/27,53,-6
13.34.62.128/27,36,140
13.44.0.0/14,52,0
15.181.32.0/21,39,-77
15.181.116.0/22,46,-120
15.197.24.0/22,35,114
15.230.43.0/24,52,0
35.71.106.0/24,-24,-47
43.224.76.116/30,39,-77
52.93.127.152/32,59,18
52.93.178.208/32,37,-122
52.219.196.0/22,36,140
65.8.0.0/16,35,114
150.222.122.112/31,50,9
150.222.230.116/31,50,9
13.34.11.160/27,40,-83
13.34.48.64/27,52,0
15.181.243.0/24,39,-77
15.230.23.0/24,-34,151
15.230.39.142/31,40,-83
43.224.76.216/30,39,-77
52.93.178.172/32,37,-122
52.93.178.225/32,37,-122
52.94.20.0/24,19,73
54.240.236.37/32,45,9
99.77.189.0/24,35,114
150.222.122.98/31,50,9
3.5.232.0/22,-24,-47
3.28.0.0/15,25,55
13.34.44.96/27,1,104
13.34.52.160/27,52,0
15.230.61.0/24,53,-6
15.230.88.0/24,37,-122
43.224.77.88/30,39,-77
51.16.0.0/15,32,35
52.46.191.166/31,52,0
52.93.58.32/28,53,-6
52.93.178.190/32,37,-122
52.144.230.210/31,1,104
54.79.0.0/16,-34,151
54.240.236.42/32,45,9
54.251.0.0/16,1,104
104.255.59.86/32,19,73
150.222.11.94/31,53,-6
150.222.206.0/24,39,-77
209.54.176.0/21,39,-77
3.128.0.0/15,40,-83
13.34.39.160/27,47,9
13.34.56.128/27,53,-6
13.248.107.0/24,1,104
15.230.39.70/31,40,-83
15.230.39.232/31,40,-83
15.230.57.0/24,39,-77
18.254.0.0/16,40,-83
43.224.76.220/30,39,-77
43.224.79.240/31,52,0
52.93.50.172/31,39,-77
52.94.240.0/22,39,-77
52.144.210.64/26,49,2
64.252.105.0/24,1,104
150.222.11.76/31,53,-6
150.222.15.125/32,39,-77
150.222.138.0/24,39,-77
150.222.234.2/32,37,-122
3.4.24.0/21,40,-83
13.34.61.192/27,46,-120
15.220.224.0/23,46,-120
15.230.30.0/24,53,-6
15.230.64.128/26,-6,107
15.230.84.0/24,53,-6
43.224.76.224/30,39,-77
52.46.188.208/30,39,-77
52.93.126.134/32,50,9
52.144.212.64/26,53,-6
54.207.0.0/16,-24,-47
65.9.0.0/17,35,114
69.107.6.112/29,37,-122
99.77.145.0/24,19,73
99.150.96.0/21,35,136
108.138.0.0/15,35,114
120.253.241.160/27,35,114
150.222.234.120/31,37,-122
15.197.20.0/22,35,114
35.71.105.0/24,50,9
43.224.79.220/31,52,0
52.28.0.0/16,50,9
52.46.166.0/23,39,-77
52.46.176.0/22,46,-120
52.93.32.183/32,-34,151
52.93.178.235/32,37,-122
99.87.8.0/21,17,78
13.34.46.96/27,45,9
13.34.49.160/27,53,-6
13.34.54.160/27,46,-120
43.224.79.60/31,39,-77
52.46.190.44/30,52,0
52.46.191.188/31,39,-77
52.93.178.163/32,37,-122
52.93.178.193/32,37,-122
52.94.0.0/22,39,-77
99.77.48.0/21,42,-1
205.251.240.0/22,39,-77
3.0.0.0/15,1,104
3.33.34.0/24,39,-77
13.34.14.128/27,46,-120
13.34.53.96/27,45,9
13.34.57.32/27,46,-120
13.248.102.0/24,-34,151
15.230.19.252/31,53,-6
15.230.199.0/28,40,-83
43.224.79.26/31,39,-77
43.250.193.0/24,1,104
52.46.190.242/31,39,-77
52.77.0.0/16,1,104
52.93.21.15/32,53,-6
52.93.178.160/32,37,-122
52.93.178.207/32,37,-122
64.252.99.0/24,19,73
69.107.7.32/29,39,-77
150.222.129.142/31,50,9
3.5.236.0/22,35,114
13.34.7.96/27,35,114
15.181.250.0/24,46,-120
15.190.0.0/22,32,35
15.193.10.0/24,-34,18
15.230.94.0/24,-24,-47
15.230.133.30/31,1,104
52.46.191.110/31,39,-77
52.93.153.178/32,52,0
52.144.192.64/26,39,-77
54.240.192.0/22,-34,151
